epoch,train_loss,train_acc,val_loss,val_acc
1,1.9615338210296631,0.26042,1.733451279449463,0.3539
2,1.6351211379241943,0.39296,1.550864178466797,0.4276
3,1.4907512645339966,0.45614,1.4286001001358033,0.4802
4,1.3726488956451417,0.50876,1.3021040174484253,0.5343
5,1.2816480136489867,0.5426,1.2147274311065674,0.567
6,1.1935671487045287,0.57472,1.1841875745773316,0.5805
7,1.1289058936309815,0.60058,1.095279062652588,0.6108
8,1.0689981118774414,0.62438,1.0223397350311278,0.6388
9,1.0263294570541381,0.63934,1.0322943368911743,0.635
10,0.9849102436828613,0.65532,1.0075295742034913,0.646
11,0.9492534072875977,0.6648,0.9392549585342407,0.6729
12,0.9185873476982117,0.67724,0.9795231006622315,0.6551
13,0.8880145741844178,0.68844,0.9010936245918274,0.687
14,0.8592952265739441,0.6978,0.9039807649612427,0.679
15,0.827640331439972,0.71086,0.8687035397529602,0.6965
16,0.8046214559555054,0.7171,0.8308441546440124,0.7119
17,0.7800072928237916,0.7271,0.8908339273452759,0.6922
18,0.7562220365715027,0.73174,0.8534273091316223,0.6982
19,0.7401391583824157,0.7394,0.8067952520370484,0.7169
20,0.7185709588623047,0.74826,0.8352234793663025,0.698
21,0.6966831541824341,0.7551,0.7709866581916809,0.7276
22,0.6750560284614563,0.7638,0.7591791401863098,0.7335
23,0.6621539376831055,0.76944,0.7460433920860291,0.7428
24,0.6470168313980103,0.77104,0.7348188938140869,0.7408
25,0.6296451473140716,0.77736,0.7299813678741455,0.7434
26,0.6129571298599243,0.78532,0.7282402339458466,0.7484
27,0.5979331133651733,0.79036,0.7576402451038361,0.7392
28,0.5846057380104065,0.79536,0.7383633945465088,0.746
29,0.5686517523574829,0.80036,0.6942005557060241,0.7631
30,0.5520529822158814,0.8066,0.7051366719722748,0.7542
31,0.5379126068687439,0.81164,0.7115081298828125,0.7574
32,0.5249905195236206,0.81564,0.692584202671051,0.7658
33,0.509792589263916,0.82322,0.7061296455860138,0.7584
34,0.4996355523109436,0.82514,0.6923509378910064,0.764
35,0.47315786009788513,0.83372,0.719404927444458,0.7603
36,0.47390967162132264,0.8334,0.6826902793884277,0.7693
37,0.4577233185005188,0.84012,0.7105549991130828,0.7628
38,0.4469014162635803,0.84374,0.676655242061615,0.7722
39,0.44085177833557126,0.84476,0.6852171228408813,0.7642
40,0.42927797578811644,0.84836,0.6863844208240509,0.7705
41,0.4133252118873596,0.85502,0.6731856931686402,0.7726
42,0.3963527683162689,0.86016,0.695736672115326,0.7688
43,0.39481931397438047,0.86276,0.7011850252151489,0.7694
44,0.38409194720268247,0.86566,0.7232405292510986,0.7618
45,0.3750961141872406,0.86836,0.714324792098999,0.7663
46,0.3667158271598816,0.87134,0.7377531908750534,0.7622
47,0.35978618735313417,0.87326,0.6830352212905884,0.7753
48,0.3419925919437408,0.8812,0.7080805576324463,0.7732
49,0.3367689970064163,0.88242,0.7137096623420716,0.7732
50,0.32350047033309937,0.88708,0.746438560461998,0.7705
51,0.3215743212413788,0.88872,0.7353091628551484,0.774
52,0.3086424264717102,0.8921,0.7175519797325134,0.7787
53,0.2973049810218811,0.89458,0.7263637810707092,0.7789
54,0.2961854717636108,0.89648,0.7191500231266021,0.7817
55,0.2836736812782288,0.9017,0.7629472390651703,0.7736
56,0.27690971177101137,0.90296,0.7208680228710175,0.7819
57,0.2638856666851044,0.90832,0.7641753866672516,0.774
58,0.2526865328121185,0.91234,0.7564182133674622,0.7744
59,0.2438425290966034,0.91642,0.7866330528259278,0.7728
60,0.23994822422027587,0.91572,0.8018968405723572,0.7738
61,0.22709161101341246,0.92182,0.7675494157314301,0.7811
62,0.22790183887481688,0.91994,0.8009984220504761,0.7718
63,0.219847159948349,0.92268,0.8021954350471496,0.7769
64,0.20612877079963685,0.92942,0.8162088964939117,0.7792
65,0.20438713340759276,0.92826,0.8906148074150085,0.7585
66,0.19702029448509217,0.93114,0.8110229794502258,0.7823
67,0.19115256391525268,0.93374,0.8796439999580383,0.7715
68,0.18941973082542418,0.93376,0.9867506268501282,0.7511
69,0.17277530705928804,0.93982,0.8930826928138733,0.773
70,0.16576889867782593,0.94312,0.8912834837436676,0.7717
71,0.15939215273857116,0.94508,0.8989328667163848,0.7774
72,0.15066764881134034,0.94846,0.8792979484081268,0.7799
73,0.14151193634033202,0.95162,1.0110373789787293,0.7676
