epoch,train_loss,train_acc,val_loss,val_acc
1,1.7205819300079346,0.35604,1.499429030609131,0.4739
2,1.3036422013092042,0.52754,1.165992839050293,0.5787
3,1.0990537134170533,0.61012,1.0176017126083374,0.6367
4,0.9563016046142578,0.665,0.9613840905189515,0.6578
5,0.847200755443573,0.70524,0.8754681583404541,0.6905
6,0.7716711235618592,0.72964,0.8026381019592285,0.7236
7,0.7165037043571472,0.74972,0.8578176052093506,0.7151
8,0.648002188987732,0.77398,0.7799629018783569,0.7311
9,0.6123729894447326,0.78552,0.7719267808914184,0.744
10,0.5636212637901307,0.80212,0.7217083959579468,0.7579
11,0.5262730039978027,0.8167,0.7737904409408569,0.7495
12,0.4991148193359375,0.82556,0.7469305352210999,0.753
13,0.47046374229431154,0.83438,0.7344155714511872,0.765
14,0.43437598382949827,0.84636,0.8242948040008545,0.7518
15,0.414927386598587,0.85272,0.8371614530563355,0.7487
16,0.38743819911003113,0.86436,0.8212427499771118,0.756
17,0.3725941980457306,0.86804,0.8403951914787292,0.7503
18,0.352440412569046,0.87592,0.8985245302200318,0.7443
19,0.3246099626159668,0.88328,0.9314005640029908,0.7555
20,0.31345482049942014,0.8865,0.8939382524490357,0.7538
21,0.297671492729187,0.89374,1.0275140726089478,0.7415
22,0.287767551407814,0.89952,0.9643858367919922,0.745
23,0.26448568385124205,0.90732,1.0402543731689453,0.7387
24,0.2620538629436493,0.90826,1.0717880409240723,0.7441
25,0.23422975454807282,0.91732,1.116859827041626,0.7358
26,0.22786817199230194,0.92006,1.1272240862846374,0.7433
27,0.2228873318004608,0.92124,1.1761188205718993,0.7437
28,0.22506684559822082,0.92032,1.1701438322067261,0.7563
29,0.2116595773458481,0.92512,1.313335941886902,0.7293
30,0.2087822828102112,0.92638,1.2980290031433106,0.7305
31,0.20758545061588288,0.92656,1.2977308572769164,0.742
32,0.1910981152534485,0.9331,1.2998478789329528,0.74
33,0.20037222283840178,0.9306,1.2855235939979552,0.7482
34,0.18962096483230592,0.9343,1.4363806825637817,0.7331
35,0.18421881502151488,0.93584,1.5639381887435913,0.7207
36,0.19188129916191102,0.93302,1.4595005504608154,0.7378
37,0.18683051315784455,0.93638,1.623343484210968,0.7304
38,0.18610192343711854,0.93626,1.5449202430725097,0.7371
39,0.1869363927936554,0.93782,1.444467552947998,0.7422
40,0.1733530743074417,0.94166,1.6078690823554993,0.743
41,0.16459521555900575,0.94488,1.7003618382453918,0.7308
42,0.16236596833705902,0.94562,1.6048855934143067,0.7393
43,0.17716641038894654,0.941,1.7522120616912842,0.7362
44,0.15926628569602966,0.94646,1.6980033653259277,0.7415
45,0.1376575836133957,0.95328,1.8336220066070557,0.7426
46,0.1877270399737358,0.94012,1.7495573392868042,0.7357
47,0.16230994928836823,0.94626,1.8539840499877929,0.7277
48,0.174409577999115,0.94424,1.7305927425384522,0.7366
49,0.16211059662818908,0.94714,1.8799317653656007,0.7339
50,0.18136908437728883,0.94208,1.8833527881622314,0.7306
51,0.1730782921385765,0.94574,1.9925795078277588,0.7165
52,0.1854310066795349,0.94128,1.7790849617004394,0.7286
53,0.14797516182899476,0.95256,1.9044065803527832,0.7349
54,0.14972027287721634,0.95226,1.96549621257782,0.7376
55,0.15518643993377684,0.95084,1.9981835031509398,0.7274
56,0.1668616516160965,0.94896,2.137148046302795,0.7271
57,0.17331176095485687,0.94756,2.073425647354126,0.7371
58,0.16033478847026825,0.95084,2.282562922286987,0.7236
59,0.1687312317085266,0.94812,2.4039486743927,0.7186
60,0.17473748458862304,0.94724,2.027430146408081,0.7238
61,0.16844218727111818,0.94874,2.102835298156738,0.7257
62,0.14737485527992247,0.95452,2.1548266302108763,0.7148
63,0.18584659710407256,0.94598,2.2944905902862547,0.7227
64,0.19366802035093308,0.94354,2.1325132334709167,0.7342
65,0.19302402958393097,0.946,2.245898986053467,0.7262
66,0.18556221741199494,0.945,2.1852237052917483,0.7239
67,0.180853014421463,0.94718,2.26722248878479,0.7234
68,0.1513338366985321,0.9543,2.361578749203682,0.7388
69,0.12507943187475204,0.96244,2.5287757698059083,0.7419
70,0.18795863476753236,0.94834,2.416865070724487,0.7213
71,0.17253929877758026,0.9521,2.4032279512405395,0.707
72,0.2060279358482361,0.9432,2.4269303848266603,0.726
73,0.1881985877609253,0.94648,2.417552478599548,0.7203
74,0.1634271698641777,0.95372,2.426222363090515,0.729
75,0.2029929522562027,0.94468,2.4680955074310305,0.7269
76,0.17653520864009858,0.94976,2.494788356590271,0.7181
77,0.19232416949748993,0.94794,2.60394151802063,0.7226
78,0.21244556549072266,0.94224,2.43385306930542,0.7223
79,0.14071962414979935,0.95958,2.681754203033447,0.7146
80,0.21066480437278748,0.94328,2.6256607875823974,0.707
81,0.19410182097911835,0.94656,2.7995325119018553,0.7085
82,0.18832821378707887,0.94842,2.7093023239135743,0.7192
83,0.22379036309242248,0.94234,2.6367753105163576,0.7246
84,0.23163915321469308,0.94006,2.689446681594849,0.7097
85,0.19735719262123108,0.94698,2.594976838684082,0.7208
86,0.2340831359767914,0.94,2.70820698928833,0.718
87,0.18116027399539947,0.9512,2.780208999443054,0.7237
88,0.22009612545013427,0.94284,2.7434580169677734,0.7135
89,0.21319281625509262,0.94608,2.99055235748291,0.7014
90,0.23951498889684678,0.94,2.847849097442627,0.7197
91,0.2229305481672287,0.94278,2.965308543395996,0.7094
