epoch,train_loss,train_acc,val_loss,val_acc
37,0.6020800810432434,0.78764,0.7632286533355713,0.7446
38,0.5937869080352783,0.79196,0.7954590978622437,0.7412
39,0.5949885696792603,0.7911,0.7815326621055603,0.7283
40,0.5861104818248749,0.79182,0.8075242831230164,0.728
41,0.5798463482475281,0.79826,0.7549904547691345,0.7444
42,0.5805770080375672,0.79686,0.7793200427055359,0.7408
43,0.569485979423523,0.79982,0.8317308694839477,0.7276
44,0.5695922513580323,0.8004,0.8025560513973236,0.7404
45,0.563436035118103,0.8022,0.8150151978015899,0.7294
46,0.566291084690094,0.7999,0.7895057292938232,0.7429
47,0.5590917618560791,0.80136,0.8059278124809265,0.7352
48,0.5539369491958618,0.80526,0.7855106050491333,0.7359
49,0.549451428604126,0.80712,0.8116445147514343,0.7344
50,0.5491095788955689,0.80646,0.7999597321510314,0.7398
51,0.5440177781105041,0.80992,0.783624435043335,0.747
52,0.5477344041824341,0.80788,0.7693999661445617,0.7415
53,0.5353503278541565,0.81158,0.7920141804695129,0.7411
54,0.5401377198410034,0.80988,0.8177156317710876,0.7385
55,0.5437709000015258,0.80746,0.7865102052688598,0.7424
56,0.5379078949356079,0.81438,0.7978221516609192,0.7345
57,0.538254396572113,0.80972,0.7939682779312134,0.7443
58,0.5381346792507171,0.81012,0.8091635887145996,0.7438
59,0.5207208319473267,0.8173,0.8022662836074829,0.7471
60,0.5180844112205505,0.81806,0.8101228861808777,0.7438
61,0.5199612268257141,0.81602,0.814993544960022,0.7479
62,0.5150763258934021,0.81792,0.8151804523468018,0.7429
63,0.5277212866783142,0.81488,0.7833052970886231,0.7451
64,0.5159859805965423,0.81932,0.8969949317932129,0.7155
65,0.5087341272640228,0.82104,0.8375757501602172,0.7369
66,0.5182278353118897,0.81802,0.8371665390014649,0.732
67,0.5175442246246338,0.81462,0.8366661127090455,0.7398
68,0.5104701244354248,0.81984,0.8356139831542969,0.7439
69,0.4997365252113342,0.82428,0.8892787631988526,0.7221
70,0.510359683303833,0.82032,0.836443605041504,0.7442
71,0.4946902190208435,0.82532,0.852047184753418,0.7386
72,0.49997317352294923,0.82328,0.8202949617385864,0.7395
73,0.49564857242584226,0.82486,0.8434907461166382,0.7433
74,0.4933423178863525,0.8264,0.8363064848899842,0.7439
75,0.5026147616958618,0.82298,0.848515604019165,0.7346
76,0.4938584441184998,0.82466,0.8689039002418518,0.7326
77,0.49451146635055543,0.82594,0.8719950936317444,0.7351
78,0.4840178608703613,0.828,0.8912746459007264,0.7307
79,0.49345360424041745,0.82596,0.842911739730835,0.741
80,0.48991335718154905,0.82638,0.8605107657432556,0.7307
81,0.4883186730861664,0.82942,0.8169674322128296,0.747
82,0.4770117816925049,0.83274,0.8310419343948364,0.7331
83,0.4853248592185974,0.82818,0.8261039331912995,0.7419
84,0.48287083082199095,0.83164,0.8204466861724854,0.7495
85,0.47189738528251646,0.8324,0.874472589302063,0.737
86,0.48166324136734007,0.83012,0.8469348386764526,0.7345
87,0.4852822433280945,0.8293,0.8798204748630524,0.7295
88,0.47922917472839355,0.83222,0.8516725776672364,0.7433
89,0.4780569213104248,0.83136,0.8590255401611329,0.741
90,0.48351390256881716,0.82744,0.857742433643341,0.739
91,0.4751117345523834,0.83232,0.8550483005523681,0.7395
92,0.4760237971878052,0.8329,0.8555910871982575,0.7414
93,0.46998067779541014,0.83376,0.9012200843811036,0.7345
94,0.4740154332733154,0.83288,0.965247898864746,0.7168
95,0.47592134201049807,0.83196,0.8722551223754883,0.7398
96,0.47073422121047975,0.8349,0.8616548691749573,0.7355
97,0.4597049888038635,0.83642,0.9157831514358521,0.7316
98,0.47026501768112183,0.83406,0.872599628162384,0.7366
99,0.4689323350524902,0.834,0.8570942863464356,0.7413
100,0.46219066782951357,0.83826,0.8823174186706543,0.7393
